,S2Ctrl_7,WTCtrl_1,S2Ctrl_8,WTCtrl_2,S2Ctrl_9,WTCtrl_3,S2CYTO_10,WTCYTO_4,S2CYTO_11,WTCYTO_5,S2CYTO_12,WTCYTO_6
AL691420.1,3,5,4,7,11,2,6,10,3,12,8,6
AL691426.1,0,0,0,0,0,0,0,0,0,0,2,0
AL691432.1,22,19,6,23,13,19,12,40,2,4,16,19
AL691432.2,101,107,81,300,127,151,81,191,41,79,104,125
AL691432.3,0,0,0,0,0,0,0,0,0,0,0,0
AL691442.1,0,0,18,0,24,0,0,0,0,0,0,0
AL691447.1,0,0,0,0,0,0,0,0,0,0,0,0
AL691447.2,118,131,78,204,41,50,67,167,19,57,50,41
AL691447.3,13,11,5,19,9,8,3,14,2,10,4,2
AL691449.1,0,0,0,0,0,0,0,0,0,0,0,0
AL691459.1,0,0,2,0,0,0,0,0,0,0,0,0
AL691477.1,0,1,0,1,0,0,0,0,0,0,0,0
AL691482.1,0,0,0,0,0,0,0,0,0,0,0,0
AL691482.2,0,0,0,0,0,0,0,0,0,0,0,0
AL691482.3,0,0,0,0,0,0,0,0,0,1,0,4
AL691497.1,0,0,0,0,0,0,0,0,0,0,0,0
AL691515.1,0,0,0,0,0,0,0,0,0,0,0,0
AL691515.2,0,0,0,0,0,0,0,0,0,0,0,0
AL691517.1,0,0,0,0,0,0,0,0,0,0,0,0
AL691520.1,0,0,0,0,0,0,0,0,0,0,0,0
AL713851.1,0,0,0,0,0,0,0,0,0,0,0,0
AL713851.2,0,0,0,0,0,0,0,0,0,0,0,0
AL713852.1,3,0,0,8,0,0,0,0,0,0,0,0
AL713866.1,0,0,0,0,0,0,0,0,0,0,0,0
AL713866.2,0,0,0,0,0,0,0,0,0,0,0,0
AL713922.1,0,0,0,0,0,0,0,0,0,0,0,0
AL713922.2,0,0,0,0,0,1,0,0,0,0,0,0
AL713923.1,0,0,0,0,0,0,0,0,0,0,0,0
AL713965.1,0,0,0,0,0,0,0,0,0,0,0,0
AL713998.1,0,0,0,0,0,0,0,0,0,0,0,0
AL713998.2,0,0,0,0,0,0,0,0,0,0,0,0
AL713999.1,0,114,0,581,0,0,0,0,0,0,50,0
AL714022.1,0,0,0,1,0,0,0,0,0,0,0,1
AL731532.1,0,0,0,0,0,0,0,0,0,0,0,0
AL731532.2,0,0,0,0,0,0,0,0,0,0,0,0
AL731533.1,0,0,0,0,0,0,0,0,0,0,0,0
AL731533.2,13,3,25,46,9,7,6,14,9,13,12,24
AL731534.1,0,0,0,0,0,0,0,0,0,0,0,0
AL731537.1,0,0,0,4,0,4,0,0,0,0,0,0
AL731537.2,0,0,0,0,0,0,0,0,0,0,0,0
AL731544.1,0,0,0,0,0,0,0,0,0,0,0,0
AL731547.1,0,0,0,0,0,0,0,0,0,0,0,0
AL731555.1,0,0,0,0,0,0,0,0,0,0,0,0
AL731556.1,36,19,28,61,34,28,14,25,17,23,30,21
AL731556.2,0,0,0,0,0,0,0,0,0,0,0,0
AL731557.1,0,0,0,0,0,0,0,0,0,0,0,0
AL731559.1,0,0,0,0,2,0,0,1,0,2,0,0
AL731563.1,0,0,0,0,0,0,0,0,0,0,0,0
AL731563.2,0,0,0,0,0,0,0,0,0,0,0,0
AL731563.3,0,5,7,6,0,6,0,5,0,0,0,8
AL731566.1,27,26,7,77,26,26,11,32,12,20,10,25
AL731566.2,0,7,0,0,4,4,0,3,0,0,2,2
AL731567.1,0,0,0,0,0,0,0,0,0,0,0,0
AL731568.1,0,0,0,0,2,0,0,3,0,2,0,0
AL731569.1,21,18,25,62,21,16,5,3,3,0,5,7
AL731571.1,45,59,24,133,28,56,17,67,19,42,29,41
AL731574.1,0,0,0,0,0,0,0,0,0,0,0,0
AL731575.1,0,0,0,0,0,0,0,0,0,0,0,0
AL731577.1,0,0,0,0,0,0,0,0,0,0,0,0
AL731577.2,4,4,4,18,4,8,3,5,3,140,14,3
AL731661.1,4,4,0,0,0,0,0,5,0,0,0,0
AL731661.2,0,0,0,0,0,0,0,0,0,0,0,0
AL731684.1,0,0,0,0,1,0,0,0,0,0,0,0
AL731684.2,0,2,0,0,0,0,0,1,0,0,0,0
AL731733.1,0,0,0,0,0,0,0,0,0,0,0,0
AL731768.1,0,0,0,0,0,0,0,0,0,0,0,0
AL731892.1,0,0,0,0,0,1,0,1,0,0,0,0
AL732292.1,0,0,0,2,0,0,0,1,2,0,0,0
AL732292.2,0,2,1,7,0,0,0,0,0,0,0,1
AL732314.4,0,0,0,0,0,0,0,0,0,0,0,0
AL732314.6,9,9,10,17,0,4,0,6,0,0,0,8
AL732323.1,0,0,0,0,0,0,0,0,0,0,0,0
AL732372.1,1,1,0,0,0,0,2,1,0,0,0,0
AL732372.2,37,42,43,141,53,60,34,79,21,43,55,85
AL732372.3,28,27,32,104,34,49,27,59,22,60,31,63
AL732414.1,1,0,0,1,1,0,0,0,0,0,1,2
AL732437.1,0,0,0,0,0,0,0,0,0,0,0,0
AL732618.1,0,0,0,0,0,0,0,0,0,0,0,0
AL772155.1,0,0,0,0,0,0,0,0,0,0,0,0
AL772155.2,0,0,0,0,0,0,0,0,0,0,0,0
AL772155.3,0,1,1,2,0,0,0,1,0,1,0,2
AL772161.1,0,0,0,0,0,0,0,0,0,0,0,0
AL772202.1,0,0,0,0,0,0,0,0,0,0,0,0
AL772284.1,0,0,0,0,0,0,0,0,0,0,0,0
AL772284.2,0,0,0,0,0,0,0,0,0,0,0,0
AL772307.1,4,3,7,18,9,5,2,6,2,0,3,1
AL772337.1,0,0,0,0,0,0,0,0,0,0,0,0
AL772337.2,0,0,0,0,0,0,0,0,0,0,0,0
AL772337.3,0,0,5,20,0,0,0,0,0,0,0,0
AL772337.4,0,0,0,0,0,0,0,0,0,0,0,0
AL772363.1,0,0,0,0,0,0,0,0,0,0,0,0
AL773524.1,0,0,0,0,0,0,0,0,0,0,0,0
AL773545.1,0,0,0,0,0,0,0,0,0,0,0,0
AL773545.2,0,0,0,0,0,0,0,0,0,0,0,0
AL773545.3,0,1,0,1,1,2,1,0,0,0,0,0
AL773545.4,0,0,0,0,0,0,0,0,0,0,0,0
AL805961.1,0,0,0,0,0,0,0,0,0,0,0,0
AL805961.2,0,0,0,0,0,0,0,0,0,0,0,0
AL807740.1,0,0,0,0,0,0,0,0,0,0,0,0
AL807742.1,0,0,0,0,0,0,0,0,0,0,0,0
AL807752.1,0,8,4,2,6,0,0,5,0,3,0,0
AL807752.2,0,0,0,0,0,0,0,0,0,0,0,0
AL807752.3,0,0,0,0,0,0,0,0,0,0,0,0
AL807752.4,0,0,0,0,0,0,0,0,0,2,0,0
AL807752.5,4,4,8,13,15,15,6,10,1,2,12,5
AL807752.6,0,0,0,3,0,0,0,1,0,2,0,0
AL807752.7,0,0,0,0,0,0,0,0,0,0,0,0
AL807757.1,0,0,0,0,0,0,0,0,0,0,0,0
AL807757.2,0,4,1,4,0,0,1,0,1,0,2,0
AL807761.1,0,0,0,0,0,0,0,0,0,0,0,0
AL807761.2,24,21,19,44,14,20,5,12,10,16,16,14
AL807761.3,0,0,0,0,0,0,0,0,0,0,0,0
AL807761.4,0,0,0,0,0,0,0,0,0,0,0,0
AL807776.1,0,0,0,0,0,0,0,0,0,0,0,0
AL831711.1,0,0,0,8,0,4,3,0,4,14,4,6
AL831737.1,0,0,0,0,0,0,0,0,0,0,0,0
AL831784.1,0,0,0,0,0,0,0,0,0,0,0,0
AL844170.1,0,0,0,4,0,0,0,0,0,0,0,0
AL844175.1,0,0,0,0,0,0,0,0,0,0,0,0
AL844908.1,30,22,9,41,7,17,15,64,26,73,54,64
AL844908.2,8,9,8,13,7,4,3,12,6,2,1,4
AL845311.1,0,0,0,0,0,0,0,0,0,0,0,0
AL845321.1,0,0,0,0,0,0,0,0,0,0,0,0
AL845331.1,0,1,0,0,0,0,0,0,0,0,0,0
AL845331.2,0,0,0,0,0,0,0,1,0,0,0,0
AL845331.3,0,0,0,0,0,0,0,0,0,0,0,0
AL845472.1,1,3,0,0,4,0,0,3,0,0,0,0
AL845472.2,6,9,8,31,22,15,6,4,1,6,6,6
AL845552.1,0,0,0,1,0,0,0,0,0,0,0,0
AL845552.2,4,0,0,4,0,0,0,0,0,4,0,0
AL928596.1,0,0,0,0,0,0,0,0,0,0,0,0
AL928654.1,136,134,169,485,184,229,49,146,62,91,93,109
AL928654.2,30,25,21,79,37,13,10,31,0,28,7,37
AL928654.3,0,2,4,140,3,232,0,0,0,5,0,0
AL928654.4,114,113,90,201,72,106,56,125,34,80,71,94
AL928711.1,0,1,1,1,0,0,0,0,0,0,0,0
AL928742.1,0,0,0,0,0,0,0,0,0,0,0,0
AL928921.1,0,0,0,0,0,0,0,0,0,0,0,0
AL928921.2,147,99,114,395,96,132,18,40,21,29,18,13
AL928970.1,12,9,12,28,7,12,0,6,3,13,5,5
AL929236.1,1,8,3,145,130,16,53,2,14,2,3,76
AL929288.1,0,0,0,0,0,0,0,0,0,0,0,0
AL929288.2,0,0,0,0,0,0,0,0,0,0,0,0
AL929302.1,0,0,0,0,0,0,0,0,0,0,0,0
AL929325.1,0,0,0,0,0,0,0,0,0,0,0,0
AL929410.1,0,0,0,0,0,0,0,0,0,0,0,0
AL929410.2,0,0,0,0,0,0,0,0,0,0,0,0
AL929472.1,0,0,0,0,0,0,0,0,0,0,0,0
AL929472.2,0,0,0,0,0,0,0,0,0,0,0,0
AL929472.3,0,0,0,0,0,0,0,0,0,0,0,0
AL929472.4,0,0,0,0,0,0,0,0,0,0,0,0
AL929554.1,0,0,0,0,0,0,0,0,0,0,0,0
AL929601.1,0,0,0,0,0,0,0,0,0,0,0,0
AL929601.2,0,0,0,0,0,0,0,0,0,0,0,0
AL929601.3,0,0,0,0,0,0,0,0,0,0,0,0
AL929601.4,1,0,2,0,0,0,0,0,0,0,0,0
AL935212.1,0,0,0,0,0,0,0,0,0,0,0,0
AL935212.2,0,0,0,0,0,0,0,0,0,0,0,0
AL935212.3,0,0,0,0,0,0,0,0,0,0,0,0
AL953862.1,0,0,0,0,0,0,0,0,0,0,0,0
AL953862.2,0,0,0,0,0,0,0,0,0,0,0,0
AL953897.1,0,0,0,0,0,0,0,0,0,0,0,0
AL954642.1,2,0,6,23,0,14,0,1,3,0,0,0
AL954650.1,0,0,0,0,0,0,0,0,0,0,0,0
AL954705.1,1,0,0,0,0,0,0,0,0,0,8,0
AL954722.1,0,0,0,0,0,0,0,0,0,0,0,0
ALAD,3304,2894,3942,9939,3539,3892,720,1801,715,1027,1368,1132
ALAS1,2524,2458,2180,5986,2655,2466,2037,5157,1762,3181,3136,2706
ALAS2,0,0,2,0,0,0,0,0,0,0,0,0
ALB,0,0,0,3,0,6,0,0,0,2,0,0
ALCAM,32468,33263,29334,66140,40940,52814,27004,72203,15966,35065,53818,45494
ALDH16A1,1560,1355,1111,2779,1259,1491,507,1142,291,601,413,639
ALDH18A1,4908,4840,5905,12733,6423,6883,3287,8217,2391,4995,5780,6017
ALDH1A1,0,0,0,0,14,7,6,14,0,0,8,4
ALDH1A2,0,0,2,0,0,0,2,6,22,53,6,21
ALDH1A3,21826,28112,39832,100757,24334,26337,43096,137723,34130,74123,77823,70916
ALDH1B1,376,357,568,896,1876,2394,696,367,812,953,1163,1104
ALDH1L1,2,0,0,22,0,8,0,4,0,0,0,0
ALDH1L1-AS1,0,0,0,8,0,0,0,0,0,0,0,0
ALDH1L1-AS2,0,0,0,4,0,0,0,0,0,0,0,0
ALDH1L2,2473,2209,2494,1506,3334,3916,3345,8951,314,555,2407,392
ALDH2,626,859,926,1722,486,529,399,995,278,311,164,284
ALDH3A1,19,19,155,1017,24,42,4,0,6,0,0,0
ALDH3A2,2839,2863,3753,6623,3550,4514,981,2127,585,1281,801,1713
ALDH3B1,1630,1267,2231,6586,1901,2219,1117,1979,721,1469,610,1476
ALDH3B2,0,0,0,0,0,0,0,0,0,0,0,0
ALDH4A1,1056,920,633,1371,1037,709,277,521,162,357,164,422
ALDH5A1,83,128,258,544,189,273,8,32,26,26,34,26
ALDH6A1,610,644,537,1593,932,1039,254,566,152,255,348,396
ALDH7A1,4298,3956,4024,10736,4460,5449,817,2005,777,986,1386,1230
ALDH7A1P1,25,21,22,73,21,22,5,12,6,7,2,7
ALDH7A1P2,0,0,0,0,0,0,0,0,0,0,0,0
ALDH7A1P3,0,0,0,0,0,0,0,0,0,0,0,0
ALDH7A1P4,0,0,0,0,0,0,0,0,0,0,0,0
ALDH8A1,6,0,2,18,4,14,5,4,0,0,6,5
ALDH9A1,4332,4375,3782,10551,4714,5360,2185,5661,1497,2754,3404,3428
ALDOA,31003,29834,32222,105730,33513,36367,26937,67112,25359,42827,32767,31863
ALDOAP1,0,0,0,0,0,0,0,0,0,0,0,0
ALDOAP2,5,0,0,5,1,1,0,0,0,2,2,0
ALDOB,0,0,0,0,0,0,0,0,0,0,0,0
ALDOC,670,580,1289,3713,1031,1289,1054,1921,1121,1834,1491,1820
ALG1,1407,1552,1516,4345,1362,1429,864,1777,594,1104,742,936
ALG10,242,229,203,450,272,371,81,171,59,116,127,135
ALG10B,351,435,402,754,588,680,113,333,118,304,163,278
ALG11,739,1743,973,850,820,2235,631,942,246,902,419,230
ALG12,245,130,253,967,515,158,536,433,234,219,518,361
ALG13,968,937,1082,2764,1016,1156,882,2114,644,1426,1552,1485
ALG13-AS1,0,0,0,0,1,1,0,0,0,0,1,0
ALG14,690,611,665,1808,478,574,378,963,325,687,450,461
ALG1L,4,8,5,19,1,0,7,6,5,14,0,4
ALG1L10P,2,0,0,2,0,1,2,5,0,7,0,0
ALG1L11P,0,0,0,0,0,0,0,0,0,0,0,0
ALG1L12P,11,7,5,13,7,11,5,10,2,1,8,4
ALG1L13P,0,2,0,22,2,2,0,13,0,0,0,0
ALG1L14P,0,0,0,0,0,0,0,0,0,0,0,0
ALG1L15P,5,3,3,8,1,1,1,3,0,2,1,0
ALG1L2,6,8,10,36,8,13,0,6,0,6,8,3
ALG1L3P,0,0,0,0,0,0,0,0,0,0,0,0
ALG1L5P,1,2,3,8,0,0,1,0,0,0,0,1
ALG1L6P,15,18,22,54,20,16,6,15,3,13,6,7
ALG1L7P,0,0,0,0,0,0,0,0,0,0,0,0
ALG1L8P,0,0,0,11,0,1,0,4,0,0,0,0
ALG1L9P,21,13,22,57,7,16,3,10,0,6,0,1
ALG2,1712,1649,1858,4508,1522,2362,2064,6388,1769,3076,3727,3621
ALG3,1325,1056,1995,5429,1407,1427,1132,2910,872,2598,1851,1740
ALG3P1,0,0,0,0,0,0,0,0,0,0,0,0
ALG5,291,872,110,2359,198,328,204,1841,999,759,948,335
ALG6,554,582,405,1093,693,799,146,420,94,203,307,307
ALG8,1536,1502,1706,3914,1972,2528,718,2285,841,1606,1743,1350
ALG9,981,1518,977,2862,1416,566,615,1686,435,814,1100,1269
ALG9-IT1,0,0,0,0,0,0,0,0,0,0,0,0
ALK,10,0,0,2,1,12,14,38,0,4,14,3
ALKAL1,0,0,0,0,0,0,0,0,0,0,0,0
ALKAL2,12,4,17,35,0,0,0,15,20,40,10,21
ALKBH1,590,628,594,1539,642,735,438,995,318,642,725,795
ALKBH2,375,334,433,919,390,295,113,419,146,172,164,153
ALKBH3,926,776,724,1498,756,789,499,1379,362,682,748,766
ALKBH3-AS1,6,8,14,26,0,5,0,3,2,0,0,5
ALKBH4,579,562,710,1602,721,711,239,552,181,293,284,325
ALKBH5,3328,3149,3996,9007,6520,6880,2568,4884,1429,3878,6183,5192
ALKBH6,438,343,620,2007,418,485,388,1021,212,827,389,434
ALKBH7,849,546,1170,2669,794,858,384,999,369,708,325,533
ALKBH8,540,746,545,659,405,440,327,454,190,405,828,624
ALLC,0,0,0,0,0,0,0,0,0,0,0,0
ALMS1,1264,1093,782,1512,1195,1560,590,790,365,551,384,1086
ALMS1-IT1,10,8,7,11,6,8,1,26,4,4,20,5
ALMS1P1,0,0,0,5,0,0,0,0,0,0,2,0
ALOX12,19,9,13,39,1,16,6,10,3,8,0,6
ALOX12-AS1,63,74,48,305,92,115,34,88,32,50,61,94
ALOX12B,0,0,0,0,0,0,0,7,0,0,0,0
ALOX12P1,0,0,0,0,0,0,0,0,0,0,0,0
ALOX12P2,0,0,0,0,0,5,0,0,0,0,0,0
ALOX15,0,0,0,0,0,0,0,0,0,0,0,0
ALOX15B,0,0,14,5,4,4,0,0,14,11,6,12
ALOX15P1,0,0,2,8,0,4,0,0,0,4,0,0
ALOX15P2,0,0,0,0,0,0,0,0,0,0,0,0
ALOX5,0,0,0,0,0,0,0,0,0,0,0,0
ALOX5AP,0,0,12,15,0,7,2,0,0,0,0,0
ALOXE3,0,0,0,7,0,0,0,22,0,17,14,4
ALPG,0,0,0,0,0,0,0,0,0,0,0,0
ALPI,0,0,0,0,0,0,0,0,0,0,0,0
ALPK1,147,129,355,1455,441,339,420,977,473,1708,1810,878
ALPK2,2332,1456,1639,2913,1128,835,1129,5858,1757,1758,1237,1667
ALPK3,51,70,158,422,101,85,100,248,63,223,95,126
ALPL,433,230,78,82,492,394,3857,10738,881,1646,4776,4778
ALPP,0,0,0,0,0,0,0,0,0,0,0,0
ALS2,2314,2342,2151,5385,2162,2092,915,3364,698,1906,2054,1887
ALS2CL,38,17,29,234,76,115,57,135,93,134,116,176
ALS2CR12,0,8,11,59,8,20,5,10,14,16,10,6
ALX1,313,66,157,188,141,465,42,125,32,17,182,115
ALX3,2,0,0,0,0,4,4,0,0,0,3,0
ALX4,219,117,215,1556,288,460,8,0,0,13,0,15
ALYREF,4551,4010,3006,8768,3579,4000,1555,4156,918,1983,2455,1961
AMACR,663,877,744,1363,521,566,295,420,456,682,226,233
AMBN,0,0,0,0,0,0,0,0,0,0,0,0
AMBP,0,0,0,0,0,0,0,0,0,0,0,0
AMBRA1,123,1264,1097,2351,1291,1414,788,2027,544,950,1067,1156
AMD1,6330,6773,4714,14611,6669,7034,3229,8001,1868,5653,8023,4135
AMD1P1,0,0,0,0,0,0,0,0,0,0,0,0
AMD1P2,0,0,0,0,0,0,0,0,0,0,0,0
AMD1P3,0,0,2,1,2,2,1,0,0,0,0,0
AMD1P4,0,0,0,0,0,0,0,0,0,0,0,0
AMDHD1,118,86,28,172,40,50,28,94,22,30,30,25
AMDHD2,917,504,798,1656,562,672,134,416,68,87,81,201
AMELX,0,0,0,0,0,0,0,0,0,0,0,0
AMELY,0,0,0,0,0,0,0,0,0,0,0,0
AMER1,284,350,310,766,340,428,181,573,156,271,347,332
AMER2,0,0,2,0,0,0,0,0,0,0,0,0
AMER3,0,0,0,0,0,0,0,0,0,0,0,0
AMFR,5330,1878,3580,2706,4386,4118,2129,5938,1472,3747,412,2922
AMH,51,17,8,67,10,22,8,10,0,6,4,4
AMHR2,0,0,0,0,0,0,0,0,0,0,0,0
AMIGO1,162,157,223,533,205,190,29,98,25,57,88,82
AMIGO2,390,519,2614,1675,757,498,955,2755,1317,975,1534,1168
AMIGO3,168,2,137,381,2,3,4,59,2,2,97,100
AMMECR1,1099,1149,928,1914,1393,1873,536,1022,286,574,702,831
AMMECR1-IT1,0,0,0,0,0,0,0,0,0,0,0,0
AMMECR1L,1054,1838,1426,3977,535,1357,1181,2520,881,1313,1768,518
AMMECR1LP1,0,0,0,0,0,0,0,0,0,0,0,0
AMN,9,9,12,33,12,11,2,36,12,17,16,5
AMN1,200,214,269,657,241,290,123,244,126,195,242,201
AMOT,525,553,431,851,725,872,54,135,47,84,158,101
AMOTL1,8622,8578,7330,14083,9563,10667,3353,7815,1514,3530,5495,4676
AMOTL2,1919,1537,1090,2368,1640,2954,1173,2518,571,1134,1482,1550
AMPD1,0,0,0,0,0,0,0,0,0,0,0,0
AMPD2,3060,2814,4999,12249,3284,4102,2933,7256,1973,5095,3261,4632
AMPD3,428,338,734,923,266,19,1730,2182,1205,6660,2369,6071
AMPH,95,144,88,182,140,128,7,56,9,7,47,22
AMT,26,68,22,145,39,37,8,53,21,24,30,37
AMTN,0,0,0,0,0,0,0,0,6,0,0,0
AMY1A,0,2,0,13,0,0,0,0,0,0,0,0
AMY1B,0,1,0,4,0,0,0,0,0,0,0,2
AMY1C,0,2,0,11,0,0,0,0,0,0,0,0
AMY2A,0,0,0,6,0,1,0,3,0,0,0,0
AMY2B,15,19,10,192,35,12,1,31,16,17,15,21
AMYH02020865.1,0,0,0,3,0,0,0,1,0,0,0,0
AMYP1,0,0,0,0,0,0,0,0,0,0,0,0
AMZ1,33,27,16,23,11,20,90,121,36,38,47,74
AMZ2,2363,1922,2062,6155,2473,2633,962,2335,780,1370,1624,1524
AMZ2P1,121,217,32,213,296,7,68,119,131,206,90,20
AMZ2P2,0,0,0,0,0,0,0,0,0,0,0,0
ANAPC1,1754,2627,577,696,2499,555,1032,536,568,1165,983,564
ANAPC10,496,484,379,1437,354,463,327,733,244,575,506,551
ANAPC10P1,9,8,2,2,0,1,2,2,0,2,0,4
ANAPC11,2114,1552,3369,6715,1746,1640,984,1807,1084,1545,696,656
ANAPC13,3822,4179,2474,5727,2146,2622,1966,3395,1273,2321,2566,2103
ANAPC15,1110,905,1145,2888,1140,922,335,1068,427,512,715,426
ANAPC16,1483,1430,1703,5371,1681,1935,1266,2692,1213,2281,1255,1946
ANAPC1P1,88,97,24,144,94,56,28,65,5,15,44,49
ANAPC2,1561,919,1313,2606,341,1416,910,2194,669,1287,753,898
ANAPC4,1417,1505,967,3411,1264,1608,774,1994,577,1026,1210,1174
ANAPC5,6761,5977,6681,17023,5786,6465,2930,6969,2082,3980,4124,4386
ANAPC7,1676,2173,1922,6831,1863,2389,540,1903,623,1740,1323,1431
ANG,350,238,363,1399,379,305,193,401,136,215,92,151
ANGEL1,564,540,683,2149,640,798,241,646,138,390,131,417
ANGEL2,803,1170,815,2560,1521,1899,494,1423,330,783,1181,1213
ANGPT1,1801,2082,2683,4482,3275,3681,1737,3558,1840,1409,4739,3641
ANGPT2,63,52,623,1701,461,472,0,10,8,26,7,16
ANGPT4,0,0,2,8,4,10,0,0,0,0,0,0
ANGPTL1,28,12,107,231,78,75,395,714,1397,1166,1474,1531
ANGPTL2,2135,1841,2532,7926,3555,3848,111,186,453,311,371,384
ANGPTL3,2,0,0,0,0,0,0,2,0,2,0,0
ANGPTL4,553,628,1731,2841,1277,1011,1660,4964,4727,6340,4068,3371
ANGPTL5,90,77,73,971,180,421,22,16,21,72,40,75
ANGPTL6,9,5,7,32,2,8,10,14,17,28,8,16
ANGPTL7,0,1,0,0,0,0,0,0,0,0,0,0
ANGPTL8,2,7,3,12,1,3,2,4,1,3,3,0
ANHX,0,0,0,0,0,0,0,0,0,0,0,0
ANK1,263,492,558,1932,725,1196,116,194,138,266,86,150
ANK2,820,787,885,1734,1800,2052,293,542,206,189,555,484
ANK3,300,519,549,2024,783,978,104,185,96,242,199,237
ANKAR,56,63,38,164,70,104,29,70,20,57,40,56
ANKDD1A,101,73,130,316,170,121,76,146,74,160,132,155
ANKDD1B,0,2,0,16,0,6,0,0,0,0,0,0
ANKEF1,156,291,279,675,343,264,182,435,141,246,428,351
ANKFN1,4,2,4,8,6,4,2,6,0,6,0,2
ANKFY1,3647,3174,3398,6586,3992,4362,3414,8030,2509,4306,6645,5657
ANKH,27643,28334,38018,111234,43658,43589,1566,3886,1377,2069,2600,2210
ANKHD1,1098,885,814,1550,761,1171,553,1222,868,650,1403,844
ANKHD1-EIF4EBP3,1627,1654,2025,4985,2399,2497,1391,3104,383,1805,2409,2193
ANKIB1,4719,2985,4217,8875,5766,6673,4785,11758,3937,5599,9888,8186
ANKK1,2,0,0,4,0,0,0,0,0,6,2,0
ANKLE1,34,35,47,161,35,49,11,39,28,15,43,40
ANKLE2,4873,5371,3612,8617,5124,5180,3526,7339,2263,3315,4580,3939
ANKMY1,444,381,428,1245,395,490,116,391,133,255,208,262
ANKMY2,1408,1386,1242,3680,1373,1807,883,2147,664,1312,1282,1161
ANKRA2,605,382,450,1225,316,380,310,774,302,406,455,473
ANKRD1,910,701,1105,2523,1033,1193,1832,4888,1555,2312,3737,3336
ANKRD10,811,789,777,2686,840,930,285,593,290,533,329,564
ANKRD10-IT1,11,23,10,16,14,25,4,20,11,11,9,33
ANKRD11,7560,1887,6679,12552,5830,7408,3863,10085,2517,4405,7335,6288
ANKRD12,836,1181,200,774,1174,913,976,914,464,225,918,869
ANKRD13A,5634,6116,3076,7216,4912,5614,4729,11925,2432,4207,8098,6610
ANKRD13B,253,278,564,1444,459,432,47,131,51,127,82,82
ANKRD13C,1979,2290,1604,3965,2284,2509,1270,3053,649,1331,1765,1716
ANKRD13D,730,977,1598,2235,1405,895,512,1436,619,652,904,972
ANKRD16,258,249,254,687,267,248,91,184,50,100,84,124
ANKRD17,3103,3514,1598,5378,5637,3851,2958,5533,1538,4012,4948,5188
ANKRD18A,6,15,20,55,16,36,0,6,0,3,0,6
ANKRD18B,146,171,161,303,226,292,20,69,6,46,135,66
ANKRD18CP,14,5,3,8,0,0,0,2,0,0,0,2
ANKRD18DP,0,0,0,0,0,0,2,4,0,12,2,4
ANKRD18EP,99,120,31,66,71,97,41,147,9,24,60,64
ANKRD19P,22,7,2,15,16,20,4,19,7,6,14,1
ANKRD2,66,49,12,139,22,16,4,5,0,3,0,0
ANKRD20A1,32,38,22,57,23,22,1,3,1,0,8,4
ANKRD20A10P,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD20A11P,0,0,0,0,0,2,0,0,0,0,1,0
ANKRD20A17P,2,1,0,0,0,1,0,0,0,0,0,1
ANKRD20A18P,0,0,0,2,0,0,0,0,0,0,0,0
ANKRD20A19P,0,0,0,0,0,0,0,0,0,2,0,0
ANKRD20A2,21,41,11,39,18,19,1,2,1,0,0,0
ANKRD20A21P,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD20A3,32,41,17,45,21,17,1,1,1,0,4,3
ANKRD20A4,32,63,34,79,31,19,1,5,1,0,1,2
ANKRD20A5P,45,96,89,298,55,49,16,54,32,50,28,32
ANKRD20A6P,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD20A7P,5,8,2,5,5,3,0,0,0,0,0,1
ANKRD20A8P,10,9,4,5,5,3,1,1,0,0,0,0
ANKRD20A9P,1,0,1,0,1,0,0,0,0,0,0,0
ANKRD22,36,30,3,123,33,26,30,97,188,208,116,120
ANKRD23,70,50,48,98,40,76,7,45,10,39,20,15
ANKRD24,10,4,46,123,20,27,0,12,8,21,0,7
ANKRD26,1108,1158,690,1835,1311,1608,533,1380,250,450,1414,964
ANKRD26P1,2,13,6,10,2,0,2,0,0,0,0,0
ANKRD26P2,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD26P3,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD26P4,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD27,1375,1284,1361,4126,1654,1825,1315,3435,982,1972,2257,2211
ANKRD28,2792,3844,1198,4591,954,2357,351,2109,262,601,1177,846
ANKRD29,1150,801,1478,5137,1747,1939,104,205,85,174,151,227
ANKRD30A,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD30B,40,29,21,130,38,60,21,52,7,23,29,30
ANKRD30BL,0,0,4,2,2,0,0,0,0,0,0,0
ANKRD30BP1,1,6,0,4,0,3,0,5,0,0,3,3
ANKRD30BP2,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD30BP3,1,3,0,0,1,1,5,19,0,0,2,4
ANKRD31,14,4,6,46,8,23,4,24,6,7,4,19
ANKRD33,0,8,0,2,0,6,0,0,0,0,0,0
ANKRD33B,177,144,365,984,554,755,81,17,76,207,270,364
ANKRD33B-AS1,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD34A,214,167,426,871,456,417,31,156,48,105,125,141
ANKRD34B,0,0,0,0,0,0,0,0,0,0,0,0
